--------- beginning of system
10-31 11:01:49.314  1459  5211 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-31 11:01:49.382  1459  1855 V BackupManagerService: [UserID:0] restoreAtInstall pkg=android.dds.com token=24 restoreSet=0
10-31 11:01:49.404  1459  1706 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
10-31 11:01:49.404  1459  1706 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
10-31 11:01:49.404  1459  1706 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
10-31 11:01:49.404  1459  1706 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
10-31 11:01:49.404  1459  1706 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1459, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
10-31 11:01:49.404  1459  1706 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
10-31 11:01:49.404  1459  1706 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1459, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
10-31 11:01:49.411  1459  1459 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@A5Y
10-31 11:01:49.425  1459  1459 V BackupManagerConstants: getFullBackupIntervalMilliseconds(...) returns 86400000
10-31 11:01:49.425  1459  1459 V BackupManagerConstants: getFullBackupRequiredNetworkType(...) returns 2
10-31 11:01:49.425  1459  1459 V BackupManagerConstants: getFullBackupRequireCharging(...) returns true
10-31 11:01:49.433  1459  1703 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-31 11:01:49.450  1459  1459 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@A5c
10-31 11:01:49.452  1459  2004 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10226; state: DISABLED
10-31 11:01:49.466  1459  1851 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~jGH9MFka3SDdxyMv6tibqw==/android.dds.com-J-vEUSUw1t_pqRtuaH2xnQ==/base.apk
10-31 11:01:49.478  1459  5872 E NotificationService: Package has already queued 5 toasts. Not showing more. Package=cleaner.antivirus
10-31 11:01:49.486  1459  1703 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
10-31 11:01:49.492  1459  1703 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
10-31 11:01:49.495  1459  4178 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10226; state: DISABLED
10-31 11:01:49.506  1459  4171 W BackupTransportManager: Package android.dds.com enabled setting: 0
10-31 11:01:49.536  1459  5495 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=1, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-31 11:01:49.547  1459  1855 E PackageManager: ERROR: could not load root hash from incremental install
10-31 11:01:49.562  1459  4185 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #16
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #33
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #35
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #36
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #37
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #38
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #39
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #40
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.uwz.ihrork at: Binary XML file line #41
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #42
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #43
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #44
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #45
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #46
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #47
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #48
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #49
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: com.uwz.ihrork at: Binary XML file line #51
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #52
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #53
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #54
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.uwz.ihrork at: Binary XML file line #55
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.GET_TASKS in package: com.uwz.ihrork at: Binary XML file line #56
10-31 11:01:49.563  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #57
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #58
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #60
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #61
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #62
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #63
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #64
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #67
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #68
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #69
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #70
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #71
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #72
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #74
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #75
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #76
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #77
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #78
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #79
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #82
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #83
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #84
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #85
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_CONFIGURATION in package: com.uwz.ihrork at: Binary XML file line #86
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #87
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #88
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #89
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #90
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_COARSE_LOCATION in package: com.uwz.ihrork at: Binary XML file line #91
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #92
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #93
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #94
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_APN_SETTINGS in package: com.uwz.ihrork at: Binary XML file line #95
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.uwz.ihrork at: Binary XML file line #96
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SETTINGS in package: com.uwz.ihrork at: Binary XML file line #97
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.GET_TASKS in package: com.uwz.ihrork at: Binary XML file line #99
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_COARSE_LOCATION in package: com.uwz.ihrork at: Binary XML file line #100
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.uwz.ihrork at: Binary XML file line #101
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #104
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #105
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #106
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: com.android.launcher.permission.INSTALL_SHORTCUT in package: com.uwz.ihrork at: Binary XML file line #107
10-31 11:01:49.564  1459  2037 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #108
10-31 11:01:49.579  1459  1855 I PackageManager: Integrity check passed for file:///data/app/vmdl2121556882.tmp
10-31 11:01:49.625  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #16
10-31 11:01:49.625  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #33
10-31 11:01:49.625  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #35
10-31 11:01:49.625  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #36
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #37
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #38
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #39
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #40
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.uwz.ihrork at: Binary XML file line #41
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #42
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #43
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #44
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #45
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #46
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #47
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #48
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #49
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: com.uwz.ihrork at: Binary XML file line #51
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #52
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #53
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #54
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SMS in package: com.uwz.ihrork at: Binary XML file line #55
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.GET_TASKS in package: com.uwz.ihrork at: Binary XML file line #56
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #57
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #58
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #60
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #61
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #62
10-31 11:01:49.626  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #63
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #64
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #67
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #68
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #69
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SEND_SMS in package: com.uwz.ihrork at: Binary XML file line #70
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SMS in package: com.uwz.ihrork at: Binary XML file line #71
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.uwz.ihrork at: Binary XML file line #72
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_SMS in package: com.uwz.ihrork at: Binary XML file line #74
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #75
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #76
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.uwz.ihrork at: Binary XML file line #77
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_NETWORK_STATE in package: com.uwz.ihrork at: Binary XML file line #78
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #79
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.uwz.ihrork at: Binary XML file line #82
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.MOUNT_UNMOUNT_FILESYSTEMS in package: com.uwz.ihrork at: Binary XML file line #83
10-31 11:01:49.627  1459  1855 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.uwz.ihrork at: Binary XML file line #84
